id_transacao,id_cliente,data_transacao,lugar_transacao
206427489,9477,2022-10-07,loja online
131237449,4856,2020-11-06,loja online
861901191,4856,2021-05-22,loja online
307327334,4856,2022-03-11,loja online
475931243,4856,2022-04-18,loja online
366524711,4856,2022-05-21,loja online
306232889,4856,2020-12-27,loja online
432439515,4856,2022-05-10,loja online
774284924,7186,2022-05-26,loja online
727525708,5794,2022-03-17,loja online
720531469,5794,2022-07-02,loja online
115516678,5794,2022-04-23,loja online
311662725,5794,2022-10-20,loja online
309453919,5794,2022-08-04,loja online
229427572,5794,2022-09-29,loja online
836769146,5794,2022-03-22,loja online
681468671,1456,2021-04-01,loja online
569703691,1456,2021-06-08,loja online
111539515,1456,2022-01-08,loja online
183332399,1456,2022-08-28,loja online
649942112,1456,2021-12-03,loja online
176630183,1456,2021-05-02,loja online
148396288,1456,2022-02-05,loja online
478913092,1456,2021-10-16,loja online
712597664,1456,2021-07-29,loja online
871629837,1456,2022-11-05,loja online
418722554,4877,2022-03-04,loja online
703407617,425,2021-02-19,loja online
227875099,425,2021-07-05,loja online
396498657,425,2021-09-12,loja online
858227387,425,2021-10-16,loja online
679861625,425,2021-12-23,loja online
614156909,425,2021-06-06,loja online
295077126,3007,2020-10-04,loja online
793319551,1031,2021-05-05,loja online
575669773,1031,2021-06-15,loja online
197091802,1031,2021-05-30,loja online
180221794,1031,2021-08-03,loja online
570453418,1031,2022-02-05,loja online
459446397,1031,2021-11-11,loja online
619943713,4297,2022-01-26,loja online
264174869,4297,2022-10-21,loja online
341090887,807,2022-02-15,loja online
374529009,807,2022-05-20,loja online
480467600,807,2022-10-16,loja online
182434383,807,2022-11-30,loja online
225545850,807,2022-05-26,loja online
734607838,807,2022-07-26,loja online
233594095,4271,2020-10-04,loja online
398258546,4271,2021-07-08,loja online
267259239,4271,2020-10-31,loja online
216505766,4271,2021-09-18,loja online
199986397,4120,2021-12-17,loja online
356969528,4120,2022-03-13,loja online
202333474,4120,2022-02-04,loja online
519664430,4120,2022-01-01,loja online
746314320,4120,2022-12-11,loja online
266252892,4120,2022-01-28,loja online
107436896,2036,2021-06-11,loja online
781423084,2036,2022-08-03,loja online
753871440,2036,2021-10-28,loja online
510680134,2036,2021-10-21,loja online
252469763,115,2021-03-26,loja online
681709012,115,2021-04-19,loja online
567942369,115,2021-05-23,loja online
665713227,115,2022-01-16,loja online
772664411,115,2021-08-28,loja online
740288091,4259,2021-09-24,loja online
721108904,8687,2021-05-06,loja online
858481169,8687,2021-07-13,loja online
288074061,2447,2020-10-17,loja online
604256979,2447,2021-08-08,loja online
649464629,10140,2021-09-28,loja online
229649863,10140,2022-01-27,loja online
136685394,10140,2021-11-30,loja online
842988173,10140,2022-07-06,loja online
771488887,10140,2022-05-13,loja online
882737708,9353,2022-01-06,loja online
650671450,9353,2022-12-27,loja online
512271527,9353,2022-06-08,loja online
675112574,9353,2022-08-11,loja online
164260922,9353,2022-06-16,loja online
693582926,3623,2022-06-11,loja online
318926472,3623,2022-07-12,loja online
159289000,3623,2022-06-25,loja online
600123513,3623,2022-07-11,loja online
689556662,738,2022-04-04,loja online
811690660,738,2022-12-29,loja online
502164585,738,2022-06-24,loja online
520698110,7631,2021-10-06,loja online
213902049,7631,2021-10-09,loja online
243721844,7631,2021-11-09,loja online
178725604,7631,2022-03-21,loja online
539075447,7631,2022-06-11,loja online
277706608,4789,2021-09-17,loja online
396581371,4789,2022-01-10,loja online
726577793,4789,2021-11-30,loja online
403990947,4789,2022-02-06,loja online
527383745,773,2021-06-30,loja online
725098360,773,2022-08-30,loja online
559297634,773,2021-08-25,loja online
130968642,773,2022-10-30,loja online
293366899,773,2021-10-03,loja online
877045655,773,2022-04-06,loja online
452574996,10602,2021-02-14,loja online
322253920,10602,2021-06-01,loja online
160435143,10602,2021-06-08,loja online
561089097,1446,2022-04-05,loja online
579147873,1446,2022-06-30,loja online
818137104,1446,2022-08-04,loja online
695437124,1446,2022-09-27,loja online
681003484,1446,2022-04-09,loja online
144311741,1446,2022-10-22,loja online
279302156,3270,2021-01-17,loja online
756461077,3270,2021-04-12,loja online
223679574,3270,2022-05-22,loja online
874566925,8443,2022-02-10,loja online
381865344,8443,2022-10-10,loja online
620779935,8443,2022-05-24,loja online
782977766,9653,2020-10-16,loja online
837748414,9653,2022-07-05,loja online
213800043,8017,2022-06-19,loja online
607182038,8017,2022-07-15,loja online
421015473,5830,2020-09-12,loja online
523764736,5830,2021-01-23,loja online
393475498,5830,2022-02-08,loja online
331578994,5830,2020-10-01,loja online
813006223,5830,2021-02-13,loja online
790852348,4597,2021-07-02,loja online
788068100,4597,2021-11-02,loja online
823063398,4597,2022-01-22,loja online
691299956,7023,2020-11-26,loja online
183034705,7023,2021-05-26,loja online
891635244,7023,2021-04-18,loja online
240870793,7023,2021-03-23,loja online
498805265,7023,2021-01-25,loja online
450255197,7023,2021-02-17,loja online
329673215,8086,2021-12-11,loja online
270980908,8086,2022-08-30,loja online
281505310,8825,2021-04-01,loja online
653435324,8825,2021-10-03,loja online
589011417,8825,2021-09-11,loja online
444375134,8825,2021-07-29,loja online
794310751,8825,2021-09-24,loja online
412490138,8825,2021-06-23,loja online
728926888,8825,2022-08-22,loja online
407247640,8825,2021-08-05,loja online
564024088,8825,2021-11-14,loja online
856114419,2930,2021-12-16,loja online
311394212,2930,2022-02-14,loja online
386749698,1928,2021-02-09,loja online
847720818,1928,2022-10-11,loja online
457934406,7108,2020-09-08,loja online
895416762,7108,2020-12-11,loja online
534127208,7108,2021-01-09,loja online
444384788,7108,2021-05-12,loja online
194401014,7108,2022-06-29,loja online
372417321,10925,2022-01-14,loja online
890393213,10925,2022-02-02,loja online
762165487,10925,2022-05-11,loja online
735581733,9960,2022-04-30,loja online
576696387,8800,2021-02-01,loja online
207958248,8800,2021-10-05,loja online
413156856,8800,2021-04-07,loja online
880789732,8800,2021-08-27,loja online
386998570,8800,2021-10-25,loja online
574922517,8800,2021-02-07,loja online
302128408,8800,2021-07-12,loja online
776769888,9224,2020-12-12,loja online
742258106,9224,2021-06-09,loja online
127015355,9224,2021-07-16,loja online
695170233,9224,2021-02-05,loja online
406942718,9224,2021-07-21,loja online
626626263,9224,2022-09-11,loja online
495448548,9224,2021-10-16,loja online
698745452,9224,2021-02-18,loja online
215988368,5519,2021-08-07,loja online
535914186,5519,2021-12-24,loja online
227231270,5519,2022-01-29,loja online
749174245,5519,2022-04-18,loja online
534834285,5519,2021-10-14,loja online
219616407,5519,2021-12-03,loja online
627775987,5046,2022-01-23,loja online
107105234,5046,2022-04-20,loja online
496891120,5046,2022-03-27,loja online
599711225,5046,2022-03-04,loja online
313905356,5046,2022-04-10,loja online
371061133,5046,2022-03-13,loja online
187163012,5046,2022-09-13,loja online
499465484,5046,2022-04-17,loja online
828651917,5046,2022-10-30,loja online
668676738,5046,2022-05-28,loja online
641639319,7037,2021-08-11,loja online
372502626,7037,2021-12-09,loja online
757523501,7037,2021-12-04,loja online
453778854,7037,2022-08-03,loja online
615156452,905,2021-10-22,loja online
404423937,905,2022-06-05,loja online
699188146,905,2021-12-17,loja online
531988666,905,2022-04-16,loja online
361699301,8624,2021-02-06,loja online
366304351,8624,2021-06-21,loja online
181814281,8624,2021-03-10,loja online
857058431,8624,2022-10-27,loja online
221893476,8945,2021-08-16,loja online
631415400,8945,2022-01-17,loja online
179582449,8945,2021-11-20,loja online
384685935,8945,2022-06-20,loja online
788220434,6445,2021-07-14,loja online
623558880,6445,2022-05-08,loja online
872166526,6445,2021-08-27,loja online
240080714,6445,2022-09-05,loja online
619269059,2727,2021-12-04,loja online
647426644,2727,2022-10-13,loja online
503263644,2727,2021-12-31,loja online
650088071,6404,2021-03-24,loja online
500118261,6404,2022-05-03,loja online
358432378,6404,2021-08-24,loja online
832533029,6404,2022-09-21,loja online
510207607,11074,2022-04-09,loja online
896726824,11074,2022-10-03,loja online
861493235,11074,2022-08-08,loja online
538585429,10150,2021-11-21,loja online
101374494,10150,2022-06-26,loja online
727987540,10150,2022-07-15,loja online
785269991,10150,2022-11-08,loja online
418945889,10150,2022-12-09,loja online
340902813,10150,2022-04-01,loja online
479884045,10150,2022-09-23,loja online
860405753,1968,2021-12-02,loja online
546194141,6534,2022-01-04,loja online
446521842,6534,2022-11-11,loja online
211970468,9485,2022-03-10,loja online
537334461,9485,2022-07-09,loja online
477767833,7053,2021-06-29,loja online
811966878,7053,2022-03-18,loja online
757174219,7053,2022-02-11,loja online
811261907,4654,2021-11-07,loja online
780195225,4654,2022-02-14,loja online
837118171,4654,2022-05-16,loja online
391704952,9760,2021-01-25,loja online
478952840,9760,2022-01-16,loja online
316805166,9760,2021-06-03,loja online
825211870,9760,2022-05-27,loja online
652632298,9760,2021-08-15,loja online
533989310,9760,2021-03-14,loja online
161243620,9760,2021-02-01,loja online
854179197,9760,2021-03-06,loja online
206477969,9760,2021-12-12,loja online
514196522,9760,2021-02-04,loja online
837406859,1048,2021-07-14,loja online
148700347,1048,2021-10-14,loja online
722947438,1048,2021-11-23,loja online
546963789,10619,2020-12-03,loja online
449683022,10619,2021-05-10,loja online
324091428,10619,2021-02-03,loja online
783708988,10619,2021-10-03,loja online
795219280,10619,2021-10-24,loja online
755675034,10619,2021-01-25,loja online
142673930,10619,2020-12-07,loja online
156908300,9308,2021-05-11,loja online
788848651,9308,2022-03-18,loja online
746858763,9308,2021-10-03,loja online
517807219,10505,2021-12-26,loja online
493888446,10505,2022-12-13,loja online
733378814,10505,2022-02-28,loja online
440911818,8362,2021-08-07,loja online
420296166,8362,2021-10-20,loja online
855366077,8362,2021-10-26,loja online
119779476,8362,2022-01-09,loja online
152729784,8362,2022-07-18,loja online
286416868,8362,2021-09-16,loja online
250096385,8362,2021-11-12,loja online
616266132,2625,2021-11-17,loja online
899427425,2625,2022-07-02,loja online
296335040,2625,2022-03-04,loja online
169839879,4637,2021-05-18,loja online
705019635,4637,2022-07-29,loja online
207904247,4637,2021-07-24,loja online
886222633,4637,2021-11-07,loja online
730226079,4637,2022-03-09,loja online
433768475,4637,2022-07-30,loja online
831834635,9972,2022-04-13,loja online
476909719,4483,2021-04-17,loja online
477889861,4483,2021-07-16,loja online
784211590,4487,2021-01-24,loja online
548224063,4487,2021-05-29,loja online
646439642,4988,2022-05-04,loja online
600037801,8931,2022-05-18,loja online
316290209,8931,2022-09-08,loja online
491954581,8931,2022-07-20,loja online
643426944,8931,2022-08-31,loja online
773382918,8931,2022-06-07,loja online
329348852,8931,2022-12-18,loja online
600023197,8931,2022-06-11,loja online
832648837,8931,2022-08-28,loja online
215167637,8931,2022-10-31,loja online
788257018,8931,2022-11-03,loja online
475458912,8931,2022-06-08,loja online
783831765,5871,2020-08-31,loja online
449775830,5871,2021-04-01,loja online
294593601,5871,2022-09-06,loja online
344184847,5871,2022-08-24,loja online
259126818,5871,2021-01-17,loja online
280216320,5871,2022-01-09,loja online
440028349,2008,2022-02-10,loja online
566373195,2008,2022-09-08,loja online
724297744,2008,2022-05-05,loja online
854541125,2008,2022-04-29,loja online
361065056,3139,2021-12-30,loja online
577122433,3139,2022-09-24,loja online
403177724,3139,2022-01-11,loja online
343043329,3139,2022-02-02,loja online
821342914,10037,2022-05-04,loja online
769566702,10037,2022-11-16,loja online
514481617,10037,2022-10-26,loja online
792860497,10037,2022-12-04,loja online
279723551,10037,2022-05-16,loja online
896809398,10673,2021-11-17,loja online
574591879,10673,2022-11-24,loja online
602390871,10673,2022-01-13,loja online
559422535,10673,2022-11-18,loja online
457353503,10673,2022-01-05,loja online
519467486,10673,2022-11-01,loja online
758710737,5303,2022-04-08,loja online
515475311,5303,2022-10-15,loja online
241982871,5303,2022-08-14,loja online
493356670,5303,2022-05-01,loja online
306962954,5303,2022-11-13,loja online
104859110,5303,2022-12-17,loja online
558329932,538,2022-02-10,loja online
271525304,7922,2020-08-12,loja online
471467227,7922,2020-12-02,loja online
495622907,7922,2022-05-29,loja online
212646134,7922,2021-03-10,loja online
628744087,7922,2021-04-08,loja online
624084723,7922,2021-05-04,loja online
308409818,7922,2021-01-15,loja online
316573337,7922,2020-10-23,loja online
134808946,7922,2021-07-24,loja online
896150199,7922,2021-01-29,loja online
165786406,7922,2020-10-16,loja online
399994902,5692,2020-12-22,loja online
452900413,4843,2022-05-22,loja online
856066665,4843,2022-12-05,loja online
631825547,6383,2022-05-25,loja online
349327155,6383,2022-08-09,loja online
436118707,6383,2022-08-10,loja online
525438298,1628,2021-10-24,loja online
356420291,1628,2022-02-05,loja online
753892487,1628,2022-03-17,loja online
562062857,1628,2022-04-25,loja online
282399008,1628,2021-11-30,loja online
595837444,1628,2021-11-10,loja online
731297321,1628,2022-07-31,loja online
114853214,1628,2021-10-26,loja online
701574977,1628,2022-01-06,loja online
863051032,1204,2021-05-22,loja online
616018691,1204,2021-11-24,loja online
418527976,1204,2021-08-18,loja online
505901133,1204,2022-02-19,loja online
268426775,1204,2022-07-03,loja online
633685046,1204,2022-10-23,loja online
345275783,1204,2022-07-30,loja online
556292257,1204,2021-10-18,loja online
143360322,1204,2022-01-27,loja online
246817686,1204,2021-12-02,loja online
466497259,1204,2021-08-21,loja online
180951135,3673,2021-07-14,loja online
596502858,3673,2021-09-24,loja online
646080885,3673,2021-12-30,loja online
384220329,3673,2021-10-06,loja online
746877229,3673,2022-05-13,loja online
734239148,3673,2022-09-18,loja online
474369557,3673,2022-01-18,loja online
774924550,760,2021-08-09,loja online
601920411,760,2022-06-04,loja online
584114388,760,2022-07-27,loja online
309345084,760,2021-08-13,loja online
297361651,760,2021-09-22,loja online
166506045,760,2022-03-18,loja online
691937380,760,2022-01-13,loja online
293310714,760,2022-01-31,loja online
560490395,8957,2021-06-10,loja online
829938326,8957,2021-06-13,loja online
520318744,8957,2021-12-29,loja online
387599404,8957,2022-01-09,loja online
617175100,8957,2021-09-29,loja online
406970531,8957,2021-12-08,loja online
358434255,4128,2021-07-20,loja online
441928289,4128,2021-12-17,loja online
743828452,4128,2021-08-18,loja online
436111972,4128,2022-10-02,loja online
659834665,4128,2021-11-21,loja online
407455096,4128,2022-08-05,loja online
385710836,4128,2021-10-28,loja online
151922325,6810,2021-05-28,loja online
357154394,6810,2022-01-06,loja online
385553071,6810,2021-08-22,loja online
692128788,5386,2021-03-04,loja online
139326006,5386,2022-02-09,loja online
159603070,5386,2021-10-30,loja online
592602302,5386,2021-07-01,loja online
835307536,5386,2022-07-15,loja online
278759638,8700,2020-12-22,loja online
521154667,8700,2021-04-04,loja online
334376559,3202,2020-10-01,loja online
501243036,3202,2021-03-31,loja online
416747610,3202,2021-04-30,loja online
474381026,3202,2022-01-01,loja online
721885849,1328,2022-02-16,loja online
560370378,1328,2022-03-10,loja online
647281623,1328,2022-02-20,loja online
856906652,1328,2022-12-25,loja online
123816648,8405,2021-09-30,loja online
370416788,8405,2022-08-10,loja online
765161397,8405,2022-05-21,loja online
814494095,8405,2022-01-30,loja online
638992170,6515,2021-12-06,loja online
233338717,6515,2022-11-30,loja online
153235173,2882,2020-10-01,loja online
246799804,2882,2021-07-11,loja online
585557234,2882,2021-03-09,loja online
822773576,7574,2022-05-10,loja online
891259539,7574,2022-10-15,loja online
668871624,6387,2022-05-08,loja online
141872740,6387,2022-11-06,loja online
717968017,5320,2021-01-29,loja online
624879579,5320,2022-11-11,loja online
793490508,5320,2021-02-06,loja online
437386613,5048,2021-05-11,loja online
524676071,5048,2022-01-13,loja online
509011882,5048,2022-02-03,loja online
596490487,8146,2022-05-11,loja online
180028802,10031,2021-02-10,loja online
233051350,10031,2021-02-24,loja online
140693394,10031,2021-09-23,loja online
309221516,5748,2020-12-01,loja online
319959734,5748,2021-12-21,loja online
657089167,5748,2021-09-23,loja online
222241216,5748,2022-11-17,loja online
689351853,5748,2021-03-13,loja online
287782309,2134,2020-08-17,loja online
419705342,2134,2020-11-10,loja online
746349209,2134,2021-05-19,loja online
453237336,2134,2021-12-16,loja online
208609226,2134,2021-05-17,loja online
192069968,1523,2022-05-07,loja online
570528547,1523,2022-06-11,loja online
310116270,9665,2021-04-27,loja online
181658371,9665,2021-08-03,loja online
165345469,9665,2021-05-29,loja online
549080843,9665,2021-08-27,loja online
620420274,9665,2022-01-12,loja online
628330372,4640,2020-09-21,loja online
227509735,4640,2022-08-06,loja online
516573467,4640,2021-01-16,loja online
507521912,4640,2021-07-08,loja online
850003859,3635,2022-05-07,loja online
237475977,3635,2022-06-12,loja online
367568106,3635,2022-11-22,loja online
684272126,3635,2022-09-06,loja online
700064718,3635,2022-07-27,loja online
533252888,3635,2022-12-22,loja online
853134656,3547,2020-12-30,loja online
312710954,3547,2021-05-31,loja online
662967471,2456,2021-10-14,loja online
380419085,2456,2022-08-26,loja online
115464185,5633,2022-06-25,loja online
697366602,5633,2022-09-16,loja online
646407715,5633,2022-11-12,loja online
461717823,7801,2021-09-12,loja online
607675363,7801,2022-04-25,loja online
719589309,7801,2022-06-19,loja online
630966064,7801,2022-03-13,loja online
328108732,7801,2021-10-27,loja online
296690630,10489,2021-08-19,loja online
252397439,10489,2022-07-20,loja online
584865090,10489,2022-05-29,loja online
576144777,10489,2022-04-25,loja online
322839082,10489,2021-10-10,loja online
752344462,10489,2022-01-14,loja online
339762291,7011,2020-10-12,loja online
386073820,7011,2021-05-17,loja online
190624844,7011,2021-12-27,loja online
406947252,2620,2021-04-13,loja online
436782975,3933,2020-10-13,loja online
749595601,3933,2022-05-31,loja online
690880221,3933,2022-01-26,loja online
623246477,3933,2022-09-12,loja online
690278612,3933,2020-11-02,loja online
635735778,3933,2022-02-20,loja online
505305201,3933,2021-02-20,loja online
875102058,3933,2021-04-02,loja online
380077038,3933,2021-07-17,loja online
287830503,3933,2020-12-10,loja online
420174850,10981,2022-02-02,loja online
783857279,10981,2022-11-23,loja online
171272629,10981,2022-02-27,loja online
414145683,1734,2021-01-17,loja online
876778750,1734,2022-02-08,loja online
589036528,1734,2021-09-02,loja online
673885282,10995,2020-11-12,loja online
229186747,10995,2021-03-13,loja online
611936608,10995,2020-12-28,loja online
272773175,6357,2021-11-17,loja online
392998740,6357,2022-08-26,loja online
722285791,6357,2022-10-23,loja online
392716487,6357,2022-11-02,loja online
333694902,6357,2022-08-24,loja online
683269754,6357,2022-01-06,loja online
174584261,6357,2022-08-09,loja online
725262561,9209,2020-10-14,loja online
363025436,9209,2021-02-15,loja online
809981067,9209,2021-04-02,loja online
415060577,9209,2021-03-26,loja online
718421123,10286,2022-02-03,loja online
757692622,10286,2022-06-08,loja online
332092092,2611,2020-08-01,loja online
600783329,2611,2021-09-19,loja online
208634280,1600,2021-10-11,loja online
512264187,1600,2022-03-20,loja online
361022857,1600,2022-04-09,loja online
426102136,1600,2022-08-31,loja online
403352630,1600,2021-11-01,loja online
463563707,1600,2022-01-31,loja online
212187791,3308,2022-01-03,loja online
210019019,3308,2022-09-12,loja online
875998876,5407,2021-09-12,loja online
218850535,5407,2022-03-23,loja online
754577038,5407,2021-12-27,loja online
880515082,5407,2022-06-21,loja online
346296097,5407,2021-09-22,loja online
680478808,5407,2022-03-02,loja online
776964505,5407,2022-07-12,loja online
469137786,5407,2022-03-12,loja online
505555186,5407,2022-08-03,loja online
586981753,5407,2022-02-04,loja online
727603189,6634,2021-08-07,loja online
148685982,6634,2021-11-17,loja online
597297485,3056,2021-10-14,loja online
822558896,3056,2021-11-16,loja online
447548924,3056,2021-12-10,loja online
891360870,3056,2021-11-21,loja online
339370003,3056,2021-12-13,loja online
403974831,3056,2022-05-30,loja online
406035891,3056,2022-04-29,loja online
294282083,3056,2022-04-11,loja online
874491569,3056,2022-10-14,loja online
635909807,3056,2021-10-21,loja online
659607681,3056,2021-10-26,loja online
813799785,5718,2021-08-15,loja online
561949420,5718,2021-12-07,loja online
132833146,5718,2022-04-01,loja online
694989308,5718,2022-08-29,loja online
369564584,5718,2022-05-04,loja online
573947837,6872,2021-08-21,loja online
837502323,6872,2021-12-04,loja online
478966967,6872,2021-10-09,loja online
423848540,6872,2022-02-25,loja online
435890198,8164,2021-11-25,loja online
223221274,8164,2022-02-15,loja online
426823105,8164,2022-07-21,loja online
811141417,8164,2022-03-27,loja online
650658771,8164,2022-12-22,loja online
749023066,4580,2021-10-25,loja online
414156095,4580,2021-11-18,loja online
387578149,4580,2022-06-16,loja online
772736254,4580,2022-05-17,loja online
343973183,4580,2021-12-29,loja online
595194799,4580,2022-02-21,loja online
789284322,4580,2022-02-03,loja online
348795654,4580,2021-11-25,loja online
428821055,4580,2022-07-18,loja online
853999694,9305,2021-05-12,loja online
433257717,9305,2021-06-11,loja online
217165202,9305,2021-10-18,loja online
740258465,9305,2021-08-11,loja online
403223282,453,2022-06-29,loja online
163935547,453,2022-10-08,loja online
359357156,8545,2022-03-21,loja online
605074997,8545,2022-03-30,loja online
758383977,7378,2020-08-31,loja online
643127803,7378,2021-04-28,loja online
222630021,7378,2021-12-08,loja online
718531813,7378,2021-05-30,loja online
453888821,7378,2020-10-05,loja online
300528893,7378,2021-08-21,loja online
183335269,7378,2021-06-24,loja online
313306224,7378,2022-07-03,loja online
830321600,7378,2020-10-08,loja online
606550511,7378,2021-12-01,loja online
196580731,7646,2022-02-18,loja online
662390795,7646,2022-11-11,loja online
610794266,7646,2022-10-08,loja online
598750244,7646,2022-12-18,loja online
878524037,7646,2022-04-05,loja online
341362347,1640,2022-06-22,loja online
397440579,5184,2022-03-26,loja online
587661650,8492,2021-11-09,loja online
493391165,8492,2022-08-05,loja online
582466639,8492,2021-11-18,loja online
257412706,8492,2021-12-24,loja online
587362546,8492,2022-11-28,loja online
568095640,8492,2021-11-27,loja online
784996719,8492,2022-05-10,loja online
631021835,8492,2021-12-28,loja online
260649827,11188,2022-02-25,loja online
733115922,11188,2022-03-24,loja online
403473446,1212,2021-08-13,loja online
882946294,1212,2021-10-12,loja online
838220235,1212,2021-11-19,loja online
689069312,1212,2022-06-02,loja online
417168407,1212,2022-01-28,loja online
530710650,1212,2021-09-10,loja online
365787485,1212,2022-05-08,loja online
324202199,1212,2022-03-11,loja online
191540409,9097,2021-11-03,loja online
722921591,9097,2022-03-01,loja online
152598152,9097,2022-03-23,loja online
358797552,10473,2020-09-10,loja online
174188066,10473,2021-01-16,loja online
303027009,10473,2020-12-17,loja online
839338871,10473,2022-02-17,loja online
268281895,10473,2020-09-11,loja online
324952422,10473,2020-11-15,loja online
182646070,7962,2021-10-09,loja online
272959851,7962,2021-10-24,loja online
437595221,7962,2021-12-05,loja online
461834380,7962,2021-10-26,loja online
561799635,9984,2021-03-27,loja online
370469956,9984,2021-07-23,loja online
725168673,9984,2022-05-11,loja online
211423643,9984,2022-02-19,loja online
171651018,9984,2022-03-19,loja online
773290421,9984,2021-10-25,loja online
665635887,9984,2021-12-23,loja online
584566194,9984,2021-08-28,loja online
378649022,5527,2021-02-13,loja online
138285411,5527,2021-03-31,loja online
216185164,6374,2021-05-17,loja online
755029561,6374,2022-01-12,loja online
477245843,6374,2022-06-13,loja online
581118729,6374,2021-07-10,loja online
652241055,6374,2022-02-03,loja online
800955570,7453,2021-02-02,loja online
611644138,7453,2021-09-11,loja online
282117409,7453,2021-12-17,loja online
143945163,8952,2020-11-05,loja online
775922057,8952,2021-01-29,loja online
705308511,8952,2021-01-01,loja online
384354102,8952,2020-11-21,loja online
495686791,8952,2021-03-30,loja online
508466166,8952,2021-12-27,loja online
740258023,241,2021-05-12,loja online
258191379,241,2022-12-08,loja online
106716083,241,2021-11-10,loja online
185952682,241,2022-05-26,loja online
116437549,8975,2022-01-26,loja online
376062460,8975,2022-10-18,loja online
211652915,8975,2022-03-12,loja online
660702748,6119,2021-05-10,loja online
834747221,5236,2020-08-25,loja online
835793844,5236,2021-09-06,loja online
885486228,5236,2020-11-15,loja online
523329234,5236,2020-10-09,loja online
885590164,5236,2021-06-21,loja online
790307011,5236,2021-08-13,loja online
548439929,5236,2021-05-12,loja online
320256040,5236,2020-11-11,loja online
488080106,5236,2021-12-19,loja online
886067114,5236,2022-11-01,loja online
181862403,5723,2022-01-11,loja online
849430472,1710,2021-03-07,loja online
313331868,1710,2022-01-07,loja online
882178229,1710,2021-09-26,loja online
767078361,1710,2021-11-30,loja online
650268461,1710,2021-06-20,loja online
338538804,1710,2021-12-06,loja online
716555847,1970,2020-09-10,loja online
784922416,1970,2021-02-08,loja online
810904045,1970,2020-10-21,loja online
116822292,5313,2022-04-18,loja online
205138367,5313,2022-04-27,loja online
364455746,10634,2022-04-19,loja online
247845592,10634,2022-09-10,loja online
811120287,10634,2022-10-19,loja online
704630847,10634,2022-09-09,loja online
645147727,7010,2022-04-07,loja online
470172633,7010,2022-06-08,loja online
328662405,7010,2022-11-29,loja online
638805504,7010,2022-04-09,loja online
717586216,7010,2022-10-10,loja online
322438236,7010,2022-04-17,loja online
105860956,8562,2021-05-28,loja online
182914458,8562,2021-10-11,loja online
133561197,3158,2021-01-03,loja online
307473290,4436,2021-02-20,loja online
731728021,4436,2022-05-26,loja online
620301832,5287,2022-06-19,loja online
427147639,5287,2022-07-17,loja online
822320208,5287,2022-09-16,loja online
861210309,2445,2021-07-07,loja online
129833183,2445,2021-11-03,loja online
364194913,6059,2021-03-04,loja online
197554921,6059,2021-08-26,loja online
158114682,6059,2022-11-14,loja online
432291690,6059,2022-05-16,loja online
738411272,6059,2022-01-22,loja online
812286925,6059,2021-08-07,loja online
720578282,6059,2022-02-23,loja online
618422100,6059,2021-03-19,loja online
258013009,6059,2022-04-09,loja online
364159122,6059,2021-04-01,loja online
180318831,6059,2021-09-29,loja online
800833742,4550,2022-06-24,loja online
817689203,4240,2020-11-03,loja online
605699551,4240,2022-01-29,loja online
630181486,8911,2021-04-08,loja online
176506374,8911,2021-05-27,loja online
226414651,8911,2021-05-04,loja online
315409082,8911,2021-04-20,loja online
722780306,8911,2022-08-28,loja online
456172840,3706,2021-08-21,loja online
462424018,3706,2021-09-11,loja online
153999990,3628,2021-01-29,loja online
896313266,3628,2021-09-27,loja online
411384519,10175,2021-08-01,loja online
552442131,8985,2020-11-04,loja online
763231712,8985,2021-12-26,loja online
121911219,8985,2022-02-05,loja online
109596218,8985,2022-06-29,loja online
823046447,8985,2021-02-17,loja online
396821432,8985,2021-01-08,loja online
830162550,8985,2021-08-23,loja online
252138845,8985,2021-03-29,loja online
347818887,8985,2020-12-19,loja online
129938030,8985,2021-10-23,loja online
362736082,5204,2021-06-29,loja online
499479218,5204,2022-03-28,loja online
314725310,5204,2021-09-27,loja online
875819781,5204,2021-09-02,loja online
408306633,5204,2021-09-10,loja online
362697663,5204,2021-07-11,loja online
763942774,5204,2022-09-17,loja online
645086709,5204,2021-08-16,loja online
820268330,9220,2021-01-17,loja online
759645372,9220,2022-05-15,loja online
697135095,9220,2022-07-15,loja online
715350574,9220,2022-03-05,loja online
177002567,9220,2021-03-21,loja online
878774579,9220,2021-05-12,loja online
334959300,9220,2021-06-11,loja online
835755804,9220,2021-04-14,loja online
833748098,9888,2022-06-25,loja online
363166058,9888,2022-07-15,loja online
100366208,9888,2022-11-26,loja online
673116829,9888,2022-11-04,loja online
628402685,5263,2021-01-22,loja online
621809637,1020,2022-05-12,loja online
131039999,1020,2022-12-08,loja online
213347792,1020,2022-11-21,loja online
441866456,1020,2022-09-21,loja online
894724467,1020,2022-11-13,loja online
375102686,9503,2020-08-29,loja online
163912395,9503,2020-09-08,loja online
876818670,9503,2020-11-16,loja online
543037495,9503,2020-09-04,loja online
599990806,9503,2021-07-04,loja online
560052616,10613,2022-02-26,loja online
807100785,10613,2022-06-29,loja online
104669189,10613,2022-08-10,loja online
345192577,67,2021-09-18,loja online
159586144,67,2022-07-03,loja online
663159666,6019,2022-03-30,loja online
750807543,5863,2021-05-29,loja online
175315651,5863,2022-05-16,loja online
418094184,5863,2021-10-27,loja online
