id_cliente,ano_nascimento,nivel_educacao,estado_civil,salario_anual_dolar,criancas_ate_dez_anos,criancas_mais_dez_anos,data_entrada,resposta_campanha
798,1987,Ensino Superior,Solteiro,23442,1,0,2020-12-24,0
8213,1980,Ensino Médio,União estável,14515,1,0,2020-11-09,1
2488,1956,Ensino Médio,Divorciado,31395,1,1,2021-03-23,0
9999,1965,Ensino Superior,União estável,75276,0,0,2020-09-27,0
7617,1974,Ensino Superior,Solteiro,42373,1,1,2021-08-15,0
615,1960,Ensino Superior,União estável,30507,0,0,2021-03-11,0
2552,1955,Pós-graduação,Solteiro,55521,1,2,2021-10-22,1
194,1965,Ensino Superior,Casado,48006,1,1,2022-06-09,0
3645,1972,Pós-graduação,Solteiro,27213,1,0,2020-08-30,1
8890,1971,Pós-graduação,Divorciado,65808,1,1,2022-05-30,0
5049,1974,Pós-graduação,União estável,30351,1,0,2021-06-06,0
9973,1963,Ensino Superior,Casado,50437,0,2,2020-10-17,0
7301,1982,Ensino Médio,Solteiro,23616,1,0,2020-11-17,1
10882,1976,Ensino Superior,Casado,53858,0,1,2020-11-09,0
7030,1955,Pós-graduação,Casado,66465,0,1,2021-03-30,0
7422,1987,Ensino Superior,Solteiro,46923,1,0,2020-08-22,0
3523,1962,Ensino Superior,União estável,75072,0,1,2021-01-23,0
7106,1943,Pós-graduação,Casado,75865,0,0,2022-03-31,0
6504,1975,Ensino Médio,União estável,19789,1,0,2021-11-20,0
5067,1994,Ensino Superior,União estável,80134,0,0,2022-02-14,0
4216,1981,Ensino Superior,Solteiro,91065,0,0,2021-02-22,1
8581,1971,Pós-graduação,Casado,49505,1,1,2021-03-05,0
5929,1973,Pós-graduação,Casado,37401,1,0,2022-05-06,0
3129,1983,Ensino Superior,Casado,30096,1,0,2022-05-22,0
6528,1982,Pós-graduação,União estável,18492,1,0,2022-06-05,0
1361,1974,Pós-graduação,Casado,82584,0,0,2021-06-04,1
6932,1941,Pós-graduação,Casado,93027,0,0,2021-04-13,0
7284,1953,Ensino Superior,Casado,48686,1,2,2021-12-04,0
1340,1986,Ensino Superior,Casado,92910,0,0,2022-04-24,0
8746,1989,Ensino Superior,Casado,75433,1,0,2022-04-05,0
5987,1989,Ensino Médio,União estável,10404,1,0,2022-05-04,0
3767,1968,Ensino Superior,Casado,61314,0,1,2021-04-25,0
3725,1961,Pós-graduação,Solteiro,84865,0,0,2021-05-09,1
4324,1989,Ensino Superior,Casado,42387,1,0,2020-10-29,0
238,1967,Ensino Médio,União estável,67309,1,1,2021-01-23,0
6694,1964,Ensino Superior,Casado,75236,0,1,2021-11-25,0
498,1970,Ensino Superior,Solteiro,30015,1,0,2022-02-02,0
9347,1956,Pós-graduação,União estável,50943,0,1,2021-06-21,0
9699,1966,Ensino Superior,Divorciado,67272,0,1,2021-12-21,0
10664,1949,Pós-graduação,Viúva/Viúvo,51529,0,1,2021-09-07,0
5455,1971,Pós-graduação,Casado,32011,1,0,2021-08-22,0
456,1986,Ensino Médio,Casado,7500,1,0,2021-02-07,0
5012,1989,Ensino Superior,Casado,28691,1,0,2021-07-04,0
7495,1948,Pós-graduação,Casado,56223,0,1,2021-12-20,0
5029,1946,Ensino Superior,Casado,18100,0,0,2021-08-06,0
10642,1989,Ensino Superior,Solteiro,30279,1,0,2020-12-30,0
2106,1974,Ensino Médio,Casado,20130,0,0,2022-03-17,0
10364,1959,Ensino Superior,Divorciado,23295,0,0,2021-07-13,0
5954,1972,Pós-graduação,Divorciado,42618,1,0,2021-10-09,0
1137,1964,Ensino Superior,Solteiro,81246,0,0,2021-12-29,0
2541,1976,Ensino Superior,Casado,24027,1,0,2021-06-09,0
1142,1953,Pós-graduação,Casado,55707,0,1,2021-12-22,0
2276,1955,Ensino Superior,Solteiro,57959,0,1,2021-05-02,0
2807,1969,Ensino Superior,Casado,56796,0,1,2021-02-16,0
6471,1971,Pós-graduação,Solteiro,36230,1,0,2021-10-17,0
6131,1980,Ensino Médio,Casado,70829,1,1,2021-12-01,0
6233,1976,Ensino Superior,Casado,65991,0,1,2020-09-07,0
4148,1972,Ensino Superior,Casado,38988,1,2,2020-08-20,0
4947,1966,Ensino Médio,Solteiro,89572,0,0,2020-09-15,1
3225,1984,Pós-graduação,Casado,42207,1,0,2021-04-01,1
7540,1952,Ensino Superior,Casado,50300,0,1,2022-05-25,0
10648,1982,Ensino Médio,União estável,66664,0,0,2020-09-25,0
1992,1964,Ensino Superior,Casado,60597,0,1,2022-01-01,1
7851,1949,Ensino Superior,Viúva/Viúvo,70165,0,0,2021-09-22,0
8594,1958,Pós-graduação,Viúva/Viúvo,50520,0,1,2022-01-28,0
7059,1963,Ensino Superior,Casado,80124,0,0,2022-06-26,0
2815,1975,Ensino Superior,Casado,33183,1,0,2022-02-24,0
2416,1969,Pós-graduação,Solteiro,66582,0,0,2022-03-03,0
7999,1955,Pós-graduação,União estável,75261,0,0,2021-04-23,1
9213,1970,Ensino Superior,Viúva/Viúvo,31880,1,0,2020-10-31,0
9697,1951,Ensino Superior,Casado,53790,0,2,2022-03-06,0
3916,1971,Pós-graduação,União estável,49269,1,0,2020-08-15,0
2021,1975,Ensino Superior,Casado,61456,0,1,2021-03-27,0
1581,1980,Ensino Superior,Casado,37406,1,0,2021-10-10,1
564,1981,Pós-graduação,União estável,56937,1,0,2020-08-04,1
6619,1978,Ensino Superior,Casado,38415,1,1,2021-01-02,0
9081,1988,Ensino Superior,Solteiro,20518,1,0,2022-05-18,0
178,1956,Ensino Superior,Casado,62503,0,1,2021-02-18,0
916,1972,Pós-graduação,Solteiro,41644,1,1,2022-05-09,0
5512,1977,Pós-graduação,Casado,55842,0,1,2022-05-23,0
8970,1972,Pós-graduação,Casado,62010,0,1,2020-10-23,0
10581,1977,Ensino Superior,Casado,41124,1,0,2020-10-31,0
5300,1973,Pós-graduação,Casado,38961,1,0,2021-12-30,0
5154,1972,Pós-graduação,Divorciado,37760,1,0,2021-08-11,0
8346,1974,Ensino Superior,Solteiro,32233,1,0,2020-08-19,1
1676,1975,Ensino Superior,Casado,43057,0,1,2021-10-30,0
9286,1960,Pós-graduação,União estável,83151,0,0,2020-10-10,0
2426,1964,Pós-graduação,Divorciado,78825,0,0,2020-09-14,1
5172,1976,Pós-graduação,União estável,65104,0,1,2021-11-14,0
5562,1974,Ensino Superior,Casado,60093,0,1,2021-06-26,0
3436,1969,Ensino Superior,Casado,14045,1,0,2022-01-26,0
3921,1952,Ensino Médio,Viúva/Viúvo,28457,0,0,2020-10-28,0
3403,1958,Pós-graduação,União estável,78952,0,1,2020-09-24,0
22,1976,Ensino Superior,Divorciado,46310,1,0,2020-12-03,0
10965,1955,Ensino Superior,União estável,76005,0,0,2021-02-22,0
9426,1964,Pós-graduação,Solteiro,58308,0,1,2021-01-12,0
6605,1944,Pós-graduação,Divorciado,55614,0,0,2021-11-27,0
3136,1962,Pós-graduação,Divorciado,59432,0,1,2021-04-13,0
8737,1978,Ensino Superior,Divorciado,55563,0,1,2022-04-05,0
11088,1971,Pós-graduação,União estável,78642,0,1,2021-04-21,0
716,1949,Pós-graduação,União estável,67911,0,1,2022-05-22,0
466,1944,Ensino Superior,Casado,65275,0,0,2021-04-03,0
9135,1950,Ensino Superior,União estável,27203,1,1,2020-08-06,0
10623,1961,Pós-graduação,União estável,48330,0,1,2021-11-15,0
8151,1990,Ensino Médio,Casado,24279,0,0,2020-12-29,0
5140,1985,Pós-graduação,Casado,64355,1,0,2020-08-24,0
10160,1956,Pós-graduação,União estável,50943,0,1,2021-06-21,0
4945,1953,Ensino Superior,Viúva/Viúvo,53653,0,0,2020-11-07,0
10584,1976,Ensino Superior,Casado,65665,0,1,2021-12-02,0
6071,1989,Ensino Superior,Solteiro,81217,0,0,2021-07-19,0
3386,1992,Ensino Superior,Casado,34935,0,0,2021-06-21,0
8939,1959,Ensino Superior,Divorciado,61250,0,1,2020-12-16,0
9925,1981,Pós-graduação,União estável,39665,1,0,2021-05-25,0
4320,1979,Ensino Superior,Solteiro,60152,0,1,2021-03-28,0
5389,1964,Ensino Superior,Casado,48920,0,2,2021-10-20,0
6036,1959,Pós-graduação,União estável,89120,0,0,2022-03-17,0
182,1946,Pós-graduação,União estável,44124,0,1,2021-05-11,0
203,1975,Pós-graduação,Solteiro,81169,0,0,2021-04-14,0
11025,1961,Ensino Superior,Casado,36443,1,1,2021-02-03,0
10203,1990,Ensino Superior,Solteiro,26095,1,0,2021-06-30,0
4607,1959,Ensino Superior,União estável,71367,0,0,2021-08-23,0
3711,1944,Pós-graduação,Casado,80184,0,0,2022-03-01,0
3696,1965,Ensino Superior,Divorciado,30630,1,1,2022-01-27,0
2532,1987,Pós-graduação,Solteiro,73454,0,0,2022-03-01,0
9214,1991,Ensino Superior,Casado,42691,0,0,2021-08-16,0
4943,1953,Ensino Superior,Casado,70503,0,0,2020-09-30,0
35,1987,Ensino Superior,Casado,25545,1,0,2020-09-08,1
2258,1986,Ensino Superior,Casado,32880,1,0,2020-12-04,0
4322,1958,Pós-graduação,União estável,77863,0,0,2021-11-27,0
713,1977,Pós-graduação,Casado,50353,0,0,2022-06-08,0
4702,1964,Ensino Superior,Solteiro,61839,0,0,2020-08-12,0
3281,1960,Pós-graduação,Casado,49154,1,1,2021-11-03,0
702,1975,Ensino Médio,Viúva/Viúvo,47682,0,1,2021-02-15,0
2004,1969,Ensino Superior,Solteiro,72679,0,1,2021-09-18,0
4769,1977,Pós-graduação,União estável,57954,1,1,2022-06-18,0
4437,1962,Ensino Superior,Casado,65316,1,1,2021-04-24,0
8724,1982,Ensino Superior,Solteiro,28567,1,0,2021-06-17,0
10741,1951,Pós-graduação,União estável,47352,0,1,2021-04-11,0
1991,1967,Ensino Superior,União estável,44931,0,1,2022-01-18,0
6931,1967,Ensino Superior,Divorciado,76982,0,0,2022-02-15,1
11096,1952,Ensino Médio,União estável,57247,0,1,2021-08-08,0
304,1981,Pós-graduação,Solteiro,22944,1,0,2021-12-23,0
3665,1977,Ensino Médio,União estável,25315,1,0,2021-11-07,0
10591,1969,Ensino Superior,Viúva/Viúvo,43638,0,1,2020-08-06,0
5036,1984,Pós-graduação,Solteiro,42710,1,0,2020-11-28,0
5547,1982,Pós-graduação,Casado,84169,0,0,2021-08-07,1
7822,1976,Ensino Superior,União estável,54058,0,1,2021-06-04,0
8541,1990,Ensino Médio,Casado,24683,1,0,2022-03-08,0
10955,1964,Ensino Superior,Viúva/Viúvo,85620,0,0,2022-01-07,1
4368,1980,Ensino Superior,Casado,47850,1,0,2021-12-03,0
9671,1968,Ensino Superior,Casado,19514,1,1,2022-01-26,1
2256,1973,Pós-graduação,Casado,27159,1,1,2022-03-29,0
4279,1963,Ensino Médio,Solteiro,39548,1,1,2022-03-31,0
5371,1989,Ensino Superior,Solteiro,21474,1,0,2022-04-08,1
9240,1971,Pós-graduação,Solteiro,60504,0,1,2022-02-07,0
9460,1963,Ensino Superior,Casado,22419,0,0,2021-04-18,0
9504,1949,Pós-graduação,Casado,81698,0,0,2021-11-06,1
8692,1952,Ensino Superior,União estável,43462,1,1,2020-09-12,0
448,1978,Pós-graduação,Solteiro,54880,1,0,2021-03-01,0
8314,1982,Ensino Superior,Casado,79908,0,0,2021-04-05,0
8420,1970,Ensino Médio,Casado,15315,0,0,2021-08-03,0
3174,1959,Ensino Superior,União estável,87771,0,1,2021-05-22,1
7685,1978,Ensino Superior,Casado,33039,1,0,2021-09-09,0
3179,1980,Ensino Superior,Solteiro,81741,0,0,2021-06-16,0
9780,1971,Pós-graduação,União estável,71499,0,1,2021-06-25,0
10681,1970,Ensino Médio,Casado,62466,0,1,2022-01-15,0
10232,1963,Pós-graduação,Divorciado,48799,0,1,2021-11-05,0
4184,1950,Pós-graduação,União estável,52157,0,1,2022-06-07,0
9120,1962,Ensino Superior,Solteiro,66565,0,1,2020-12-05,0
891,1951,Pós-graduação,União estável,29298,1,1,2021-09-07,0
10381,1979,Ensino Superior,Solteiro,47691,0,1,2021-07-05,0
3525,1970,Ensino Superior,União estável,38200,1,1,2020-12-07,0
6818,1974,Ensino Superior,Casado,44989,0,1,2020-09-12,0
3526,1968,Pós-graduação,Casado,38443,1,1,2022-01-27,0
8181,1978,Ensino Médio,Solteiro,38593,1,0,2021-09-13,0
1029,1970,Pós-graduação,União estável,64413,0,1,2021-08-01,0
7369,1981,Pós-graduação,Casado,36959,1,0,2021-10-02,0
2574,1977,Pós-graduação,Casado,61996,0,1,2021-01-31,1
8159,1968,Ensino Superior,Casado,51287,1,1,2022-04-01,0
1160,1970,Ensino Superior,Casado,13260,1,1,2021-08-23,0
10242,1966,Pós-graduação,União estável,47472,1,1,2021-09-16,0
5253,1956,Pós-graduação,União estável,54603,1,1,2021-07-09,0
5966,1974,Pós-graduação,Casado,45207,1,1,2020-11-10,0
5314,1951,Ensino Superior,União estável,40689,0,1,2021-03-18,0
5081,1967,Ensino Médio,União estável,47821,1,1,2021-10-20,0
5123,1951,Pós-graduação,Casado,27450,0,0,2021-04-15,0
5756,1983,Ensino Superior,União estável,39453,1,0,2022-04-03,0
8036,1971,Ensino Médio,União estável,26850,1,1,2022-04-18,0
9058,1955,Ensino Superior,Viúva/Viúvo,79800,0,0,2020-09-23,1
5057,1961,Pós-graduação,Casado,61794,0,1,2021-09-14,0
254,1955,Ensino Superior,União estável,53863,0,1,2022-05-17,0
4179,1959,Ensino Superior,União estável,24221,0,0,2021-08-20,0
3710,1984,Pós-graduação,Solteiro,39684,1,0,2020-10-12,1
7627,1975,Pós-graduação,Casado,92163,0,0,2020-12-12,1
4501,1965,Pós-graduação,Solteiro,69882,0,0,2021-11-10,0
6424,1977,Ensino Superior,União estável,33178,1,0,2022-01-30,0
3075,1972,Pós-graduação,Casado,59973,0,0,2021-09-11,0
4992,1975,Pós-graduação,União estável,17459,1,0,2021-09-19,1
5252,1969,Ensino Superior,Divorciado,23910,1,0,2020-10-26,0
7444,1969,Pós-graduação,Casado,42169,1,1,2021-10-19,0
6919,1978,Ensino Médio,Casado,26224,1,0,2021-06-04,0
3537,1981,Ensino Superior,União estável,31089,1,0,2020-08-17,0
10277,1961,Ensino Superior,Solteiro,30081,0,1,2021-02-21,0
2453,1960,Ensino Superior,União estável,62807,0,1,2020-08-31,0
7972,1955,Ensino Superior,Solteiro,72906,0,0,2021-09-17,0
895,1948,Pós-graduação,Casado,61467,0,2,2020-12-09,0
1177,1966,Pós-graduação,União estável,49618,1,1,2021-01-26,0
7141,1986,Pós-graduação,Solteiro,21888,1,0,2020-12-29,1
7232,1973,Ensino Superior,Viúva/Viúvo,42429,0,1,2022-02-11,0
8477,1956,Ensino Superior,Divorciado,26150,2,1,2021-03-11,0
2457,1975,Ensino Médio,Casado,30801,0,1,2020-10-26,0
988,1965,Ensino Superior,Casado,81168,0,0,2022-05-07,0
7930,1969,Pós-graduação,Solteiro,26877,0,0,2021-08-19,0
4587,1944,Pós-graduação,Viúva/Viúvo,45006,0,0,2021-07-18,0
6682,1973,Ensino Médio,Casado,18978,1,0,2020-12-11,0
6222,1967,Ensino Superior,Casado,22574,2,1,2021-10-28,0
10299,1969,Pós-graduação,Solteiro,48240,0,0,2020-11-09,1
3083,1974,Ensino Superior,Casado,45837,1,1,2021-07-26,0
8953,1965,Pós-graduação,Solteiro,35791,2,1,2021-05-06,0
1503,1976,Pós-graduação,União estável,162397,1,1,2021-06-03,0
8650,1978,Ensino Superior,Viúva/Viúvo,54162,1,1,2021-03-18,0
10862,1960,Pós-graduação,Casado,30522,0,1,2020-08-17,0
2782,1961,Pós-graduação,Casado,54456,0,1,2021-07-11,0
6941,1971,Ensino Superior,Solteiro,31632,0,0,2021-07-14,0
10972,1949,Ensino Superior,Viúva/Viúvo,72298,0,0,2022-03-10,0
10708,1978,Ensino Médio,Solteiro,36975,1,0,2021-12-28,0
6583,1955,Ensino Médio,Casado,72635,0,0,2021-06-03,0
3641,1976,Ensino Superior,Casado,13624,1,0,2021-01-20,0
10156,1975,Ensino Superior,Solteiro,84196,0,1,2021-06-03,0
4299,1960,Ensino Superior,União estável,70971,0,1,2020-09-21,1
3469,1977,Pós-graduação,Divorciado,34487,1,1,2020-09-06,0
5063,1977,Ensino Superior,Solteiro,28769,1,0,2020-12-18,0
10727,1970,Pós-graduação,Casado,69084,1,0,2021-11-19,0
9624,1958,Pós-graduação,União estável,65488,0,0,2022-06-13,0
5156,1970,Ensino Médio,Casado,62466,0,1,2022-01-15,0
4376,1960,Ensino Médio,Solteiro,32218,0,0,2022-02-15,1
8923,1973,Ensino Superior,Solteiro,83917,0,0,2021-04-18,1
8461,1962,Ensino Superior,Divorciado,46102,2,1,2022-03-10,0
6945,1952,Ensino Superior,Solteiro,84574,0,0,2021-06-04,0
944,1962,Ensino Superior,Casado,56181,0,1,2021-01-08,0
1907,1950,Pós-graduação,Divorciado,63120,0,1,2020-09-28,1
701,1971,Ensino Superior,Casado,73691,0,1,2021-11-06,0
3856,1960,Ensino Superior,União estável,63381,0,1,2020-10-05,0
4149,1948,Pós-graduação,União estável,76140,0,0,2022-05-13,0
2131,1959,Pós-graduação,Divorciado,62859,0,1,2020-12-30,0
2942,1964,Ensino Superior,Solteiro,45906,0,1,2021-05-07,0
1173,1947,Pós-graduação,União estável,77632,0,0,2021-03-10,1
4381,1971,Pós-graduação,Casado,46463,1,1,2021-08-18,0
4611,1970,Ensino Superior,União estável,105471,0,0,2021-01-21,1
3376,1970,Pós-graduação,Divorciado,55282,1,0,2021-12-13,0
4679,1977,Pós-graduação,Casado,78710,0,1,2022-05-23,0
10928,1958,Ensino Superior,União estável,66886,0,1,2021-09-16,0
4248,1960,Pós-graduação,Solteiro,98777,0,0,2022-02-17,0
6728,1985,Ensino Superior,União estável,29103,1,0,2020-08-27,0
6661,1974,Ensino Superior,Casado,67445,0,1,2020-08-12,0
4725,1950,Pós-graduação,União estável,50616,0,1,2022-04-13,0
3277,1955,Ensino Superior,Divorciado,49431,0,1,2020-08-03,0
5555,1975,Ensino Superior,Divorciado,153924,0,0,2022-02-07,0
2564,1953,Ensino Superior,União estável,61278,0,1,2022-01-04,0
946,1958,Ensino Médio,União estável,26490,0,0,2020-09-22,0
3867,1947,Pós-graduação,União estável,73059,0,1,2021-08-31,0
6940,1966,Pós-graduação,Solteiro,46734,1,2,2021-10-21,0
55,1963,Ensino Superior,União estável,56253,0,1,2020-12-07,0
7093,1985,Ensino Superior,Casado,19986,1,0,2021-11-14,0
5084,1975,Ensino Superior,Viúva/Viúvo,58330,0,1,2021-12-25,0
1777,1980,Ensino Médio,Casado,25965,0,0,2020-09-07,0
8162,1956,Pós-graduação,União estável,14661,0,0,2021-01-01,0
10826,1959,Ensino Superior,Casado,18690,0,0,2020-12-28,0
8754,1974,Pós-graduação,União estável,45068,0,1,2021-05-16,0
1987,1987,Ensino Médio,Solteiro,21063,1,0,2021-09-25,0
11007,1968,Pós-graduação,Casado,29187,1,0,2021-05-09,0
7426,1971,Ensino Médio,Casado,54690,1,1,2021-11-07,0
9153,1964,Pós-graduação,Casado,59304,0,1,2021-07-29,0
10379,1962,Pós-graduação,Solteiro,59247,0,2,2021-11-08,0
9204,1970,Ensino Superior,Viúva/Viúvo,66731,0,1,2020-09-12,0
3197,1980,Ensino Superior,Casado,77353,0,1,2021-12-16,0
2920,1975,Pós-graduação,Solteiro,52614,0,1,2020-12-01,0
6961,1974,Ensino Superior,Casado,26751,2,0,2022-05-22,0
4673,1963,Pós-graduação,Casado,81300,0,1,2020-10-30,1
9937,1979,Ensino Superior,Solteiro,70337,0,0,2022-01-02,0
8779,1985,Ensino Médio,Casado,36145,1,0,2021-06-16,1
9596,1980,Pós-graduação,Solteiro,65295,0,0,2021-12-23,0
2891,1963,Ensino Superior,Divorciado,68118,0,1,2021-10-18,0
4910,1967,Ensino Superior,Divorciado,68743,0,0,2020-08-30,0
75,1982,Ensino Médio,União estável,41039,0,0,2021-07-25,0
10120,1955,Ensino Superior,União estável,38946,0,1,2021-10-24,0
6327,1967,Ensino Superior,União estável,65777,0,0,2021-12-19,0
10142,1976,Pós-graduação,Divorciado,66476,0,1,2021-03-07,0
9826,1972,Pós-graduação,Solteiro,86857,0,0,2020-09-12,1
1501,1982,Pós-graduação,Casado,160803,0,0,2020-08-04,0
10767,1989,Pós-graduação,União estável,77845,0,0,2022-05-16,0
7279,1969,Pós-graduação,União estável,69476,0,0,2021-09-30,0
7230,1960,Pós-graduação,Divorciado,50611,0,1,2020-10-04,1
143,1970,Ensino Superior,Solteiro,61209,0,0,2021-08-25,0
450,1958,Pós-graduação,União estável,42315,0,1,2021-07-12,0
9316,1952,Ensino Médio,União estável,13084,0,0,2021-11-02,0
6379,1949,Pós-graduação,Viúva/Viúvo,47570,1,1,2021-05-29,1
9239,1961,Pós-graduação,Casado,61923,0,2,2021-07-26,0
8315,1995,Ensino Superior,Solteiro,34824,0,0,2022-03-26,0
2868,1949,Pós-graduação,Solteiro,26518,1,1,2021-04-08,1
10888,1961,Ensino Superior,Solteiro,45938,0,0,2021-11-03,0
1277,1960,Ensino Superior,União estável,78468,0,0,2022-04-09,0
9977,1973,Ensino Superior,Divorciado,78901,0,1,2021-09-17,0
10196,1978,Ensino Superior,Casado,71427,2,0,2022-03-12,0
6384,1978,Ensino Superior,Divorciado,71022,0,1,2022-02-11,0
8029,1988,Pós-graduação,Solteiro,90247,0,0,2022-04-29,1
968,1968,Pós-graduação,Divorciado,41335,1,0,2021-12-26,0
6988,1986,Ensino Superior,Casado,71952,1,0,2021-01-10,0
4472,1970,Pós-graduação,Divorciado,35682,1,0,2022-06-27,0
6991,1951,Ensino Superior,Divorciado,43185,0,1,2021-04-10,0
3336,1948,Pós-graduação,União estável,66375,0,1,2021-11-21,0
4301,1971,Pós-graduação,Casado,35178,1,0,2021-01-10,1
1940,1986,Ensino Superior,Casado,25252,1,0,2021-07-12,0
1272,1965,Pós-graduação,Solteiro,55250,0,1,2020-10-21,0
1388,1975,Ensino Superior,Solteiro,33249,1,0,2021-02-20,0
1044,1953,Ensino Superior,União estável,58398,0,0,2021-05-14,0
6969,1982,Ensino Superior,União estável,50272,1,0,2021-08-07,0
10479,1975,Pós-graduação,Casado,76618,0,0,2020-12-07,0
3619,1960,Ensino Médio,Divorciado,87305,0,0,2020-09-23,1
1715,1978,Ensino Superior,União estável,25851,1,0,2021-02-11,0
10159,1970,Ensino Superior,Divorciado,58710,0,1,2021-03-31,0
1463,1958,Ensino Superior,Solteiro,45160,1,1,2022-03-29,0
5114,1965,Pós-graduação,Casado,74806,0,1,2020-12-19,0
4990,1954,Ensino Superior,Casado,59111,0,0,2021-05-02,0
4329,1984,Pós-graduação,Casado,18988,1,0,2022-05-23,0
10936,1965,Ensino Superior,Casado,72190,0,0,2021-02-13,0
4692,1976,Ensino Superior,Casado,7500,1,0,2020-08-01,1
7212,1966,Ensino Superior,Casado,44794,0,1,2022-06-08,0
6086,1955,Ensino Superior,Casado,80395,0,0,2021-11-23,0
437,1976,Pós-graduação,Divorciado,75012,0,0,2022-01-25,0
11171,1965,Pós-graduação,Casado,56962,2,1,2021-10-11,0
11101,1991,Ensino Superior,União estável,89891,0,0,2021-04-15,0
5329,1949,Pós-graduação,Divorciado,35946,1,1,2021-09-27,0
610,1953,Pós-graduação,União estável,53593,1,1,2020-08-07,0
9384,1978,Ensino Superior,Casado,66373,1,1,2021-06-12,0
5956,1948,Pós-graduação,Divorciado,45072,1,2,2021-10-16,0
10430,1973,Ensino Superior,Divorciado,89694,1,1,2021-10-09,0
7875,1949,Ensino Superior,Casado,72025,0,0,2022-04-29,1
7072,1973,Ensino Superior,Casado,67432,0,1,2021-03-29,0
6255,1952,Pós-graduação,União estável,70545,0,1,2022-06-03,0
6516,1989,Ensino Médio,Casado,17487,1,0,2021-03-18,0
5564,1969,Ensino Superior,União estável,62882,0,1,2020-08-09,0
5682,1953,Pós-graduação,Solteiro,64108,0,1,2021-03-23,0
7458,1956,Pós-graduação,União estável,34941,1,1,2021-03-06,0
5237,1950,Pós-graduação,Solteiro,48767,1,2,2022-01-01,0
7761,1978,Ensino Médio,União estável,38702,1,0,2021-08-01,0
5278,1964,Ensino Superior,Casado,82224,0,0,2022-01-25,0
3560,1952,Ensino Superior,União estável,83844,0,0,2021-05-12,0
7235,1975,Ensino Médio,Casado,17003,1,0,2021-12-09,0
10548,1995,Ensino Superior,Solteiro,71163,0,0,2022-03-09,0
2281,1970,Ensino Superior,Solteiro,33697,1,0,2021-09-15,0
4073,1954,Ensino Médio,Casado,63564,0,0,2022-01-29,1
6974,1972,Pós-graduação,União estável,83443,0,0,2021-12-31,0
7938,1958,Pós-graduação,União estável,51518,0,1,2021-10-03,0
7094,1975,Ensino Superior,Viúva/Viúvo,58330,0,1,2021-12-25,0
3667,1969,Ensino Superior,Casado,80952,0,0,2021-02-28,1
7723,1979,Ensino Superior,União estável,75507,0,0,2022-05-02,0
3870,1978,Ensino Médio,União estável,63855,0,0,2021-02-09,0
4012,1972,Pós-graduação,União estável,62220,0,1,2020-08-11,1
5909,1964,Ensino Superior,Casado,58512,0,1,2021-09-19,0
10470,1979,Pós-graduação,Casado,40662,1,0,2021-03-15,0
6488,1959,Pós-graduação,Casado,38829,0,1,2022-04-06,0
10270,1981,Ensino Médio,Casado,35523,1,0,2021-10-03,0
6887,1967,Ensino Superior,Solteiro,79146,1,1,2022-04-24,0
6406,1988,Pós-graduação,Casado,78285,0,0,2021-10-28,0
7573,1978,Pós-graduação,Solteiro,31626,1,0,2021-05-10,1
4508,1952,Ensino Superior,Solteiro,75127,0,0,2022-05-22,0
221,1955,Ensino Superior,Casado,48726,0,1,2021-04-27,0
5331,1977,Ensino Superior,Casado,74985,0,0,2020-09-11,0
1911,1987,Ensino Superior,União estável,67430,0,0,2020-09-05,0
20,1965,Ensino Médio,Casado,46891,0,1,2021-09-01,0
8786,1956,Pós-graduação,Casado,62058,0,1,2021-05-26,0
10582,1979,Ensino Superior,Casado,72063,0,1,2021-07-03,0
1915,1951,Pós-graduação,Casado,78939,0,0,2021-12-12,0
8897,1965,Ensino Superior,Solteiro,42720,1,1,2021-04-24,1
2371,1972,Ensino Superior,Casado,33622,1,1,2021-04-13,0
4303,1957,Pós-graduação,União estável,6835,0,1,2020-12-08,0
6825,1953,Ensino Superior,União estável,41452,1,1,2021-03-06,0
1072,1965,Pós-graduação,Solteiro,40760,0,1,2021-08-30,0
4964,1958,Pós-graduação,União estável,74250,0,0,2022-01-26,0
2461,1955,Pós-graduação,Solteiro,51124,1,1,2021-12-18,0
10736,1971,Ensino Superior,Solteiro,72258,0,1,2021-09-12,0
3194,1974,Pós-graduação,Solteiro,71466,0,0,2022-04-05,0
10839,1976,Ensino Superior,União estável,36283,1,1,2022-04-14,0
49,1970,Ensino Superior,Solteiro,20587,1,0,2022-05-11,0
4290,1972,Ensino Superior,Casado,30467,1,0,2022-03-19,0
10219,1972,Ensino Superior,União estável,31590,1,0,2021-06-18,0
4211,1986,Ensino Médio,Casado,20425,1,0,2020-10-29,0
1135,1960,Pós-graduação,União estável,17144,1,1,2022-02-15,0
6299,1968,Pós-graduação,Divorciado,42564,0,1,2021-01-02,1
10846,1978,Pós-graduação,Casado,43783,1,0,2022-05-29,0
347,1976,Ensino Superior,Divorciado,40780,0,1,2020-09-08,0
6543,1945,Pós-graduação,União estável,62847,0,0,2021-01-15,0
10446,1957,Pós-graduação,Casado,82017,0,0,2020-11-07,1
3479,1950,Ensino Superior,Solteiro,16813,0,0,2021-07-19,0
11075,1978,Ensino Superior,Casado,51267,1,1,2021-10-29,0
4442,1961,Ensino Superior,Solteiro,46524,0,1,2021-04-05,0
199,1962,Pós-graduação,Solteiro,45183,0,0,2021-01-20,0
6722,1954,Pós-graduação,Casado,70421,0,1,2022-06-28,0
